,0000000011,0000100010,0000101001,0000101100,0001010100,0001011010,0001111110,0010011011,0010100011,0010100100,0010110000,0011011100,0011011111,0011101110,0100000100,0100001110,0100010010,0100011100,0100110000,0101010110,0101101010,0101110100,0110000010,0110000101,0110011001,0110110100,0111110001,0111110010,1000000100,1000001101,1000010001,1000010010,1000011100,1001000010,1001000111,1001011101,1001110011,1001110101,1001111000,1010100101,1010101010,1010101111,1010110011,1010111001,1011010010,1011011001,1011110001,1011110100,1100000010,1100000101,1100101010,1101011011,1101100101,1101110111,1110010111,1110100100,1110111010,1111000011,1111000101,1111011010,1111011100,1111100110,1111101011,1111110011,1111110101
0011011100,9,0,0,198,52,8,11,26,0,9,0,62,10,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
0011011111,93,0,0,46,7,12,8,34,0,0,0,50,26,0,0,0,0,0,0,0,0,0,0,0,8,0,35,14,0,14,0,61,0,0,31,0,15,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011101110,0,7,0,180,15,9,21,0,12,33,0,18,12,14,0,0,0,0,0,0,73,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0
0100000100,60,0,0,260,8,0,0,0,0,48,0,0,0,0,42,11,12,14,0,0,0,0,0,8,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100001110,88,0,0,244,0,0,0,0,0,0,0,0,0,0,32,49,17,8,0,15,9,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
0100010010,102,10,0,82,5,14,0,0,0,0,0,0,0,0,53,9,77,0,9,7,0,0,9,0,0,0,21,23,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100011100,22,0,0,198,8,0,0,0,0,0,0,12,0,0,29,22,25,31,0,13,0,0,0,0,12,9,0,0,0,19,0,89,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110000,38,5,0,149,40,0,0,0,0,0,27,0,0,0,12,0,53,0,0,0,11,11,0,0,23,15,25,14,0,0,17,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101010110,64,0,0,78,74,12,10,0,0,18,14,7,0,0,45,7,44,0,0,18,0,12,13,0,0,0,55,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0101101010,36,31,6,67,0,25,10,0,14,9,0,0,0,12,0,42,0,0,0,0,134,0,0,0,0,0,21,22,0,0,0,40,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0101110100,18,0,0,111,114,0,14,0,0,49,24,0,0,0,24,0,0,9,18,17,19,0,0,0,0,4,48,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110000010,130,34,0,135,0,0,0,0,9,0,0,0,0,0,40,32,29,0,0,0,13,0,29,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110000101,173,0,0,100,0,0,0,0,11,76,0,0,0,0,53,0,0,0,0,0,0,0,0,22,21,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
0110011001,91,0,0,43,9,0,0,39,0,0,0,8,0,0,0,0,0,20,0,0,0,0,0,33,79,0,0,26,0,0,23,117,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110110100,37,0,0,134,6,0,0,0,0,69,55,0,0,0,53,0,0,11,10,0,0,11,0,0,31,18,5,24,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
0111110001,42,0,0,19,88,0,0,11,0,29,21,0,0,0,5,0,0,0,0,0,16,0,0,13,68,0,77,31,0,0,0,12,0,0,0,0,0,0,0,12,0,0,9,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10
0111110010,8,19,0,0,68,0,0,0,0,0,51,0,0,0,0,0,31,0,0,16,33,0,15,0,10,0,93,56,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,28,0,13,0
1000000100,87,0,0,252,9,0,0,0,0,27,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000001101,130,0,11,180,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,34,50,5,0,11,0,0,9,0,0,0,13,0,19,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000010001,106,0,0,114,24,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,11,0,55,6,51,64,0,0,0,0,10,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000010010,106,15,0,74,45,12,0,0,0,0,0,0,0,0,9,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,29,64,0,8,0,0,7,0,0,0,0,11,8,0,19,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011100,10,0,0,209,14,0,0,13,0,0,0,18,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,24,43,28,103,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000010,127,35,0,132,26,19,0,0,0,13,0,0,0,0,0,15,16,0,0,0,22,0,9,0,0,0,0,0,0,0,0,20,0,19,12,0,11,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001000111,193,0,0,72,8,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,9,0,8,43,0,14,0,0,11,0,38,0,0,0,0,0,0,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1001011101,23,0,0,93,10,0,0,11,0,0,0,29,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,33,62,23,49,12,0,9,0,10,12,0,0,0,14,0,55,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0
1001110011,115,15,0,0,29,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,109,0,0,16,22,55,0,0,13,0,8,11,0,0,0,32,16,12,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0
1001110101,36,0,0,52,66,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,24,0,36,14,24,0,0,0,9,16,13,0,0,22,0,52,0,42,0,0,12,14,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,8
1001111000,0,0,0,63,60,10,8,0,0,0,12,16,0,0,0,0,0,0,0,0,38,0,0,0,7,0,13,0,0,0,19,178,0,15,0,0,0,0,0,0,0,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010100101,45,0,10,67,0,0,0,0,36,107,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,69,10,0,0,0,0,0,0,0,10,0,68,0,28,0,12,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
1010101010,38,49,15,125,0,0,0,0,39,0,0,0,0,7,0,11,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,67,0,12,0,0,0,0,0,17,0,13,13,0,0,0,0,0,0,0,8,0,0,0,0,31,10,0,0,0,0,0,10,0,0
1010101111,81,0,15,77,0,0,0,0,50,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,32,0,12,0,0,12,0,0,0,0,34,11,133,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
1010110011,117,0,0,11,0,0,0,8,37,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,0,0,25,74,0,0,0,0,8,0,0,22,0,23,28,14,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0
1010111001,0,0,21,38,0,0,0,74,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,37,99,0,0,0,0,0,0,0,43,0,31,29,58,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011010010,45,11,0,46,82,33,0,0,0,0,9,8,0,0,0,0,39,0,0,0,0,0,14,0,0,0,40,12,0,0,0,51,0,19,7,0,18,0,0,0,0,0,9,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
1011011001,63,0,0,7,11,0,0,39,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,37,0,13,11,16,7,36,86,0,17,0,14,17,0,0,0,0,11,0,38,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
1011110001,44,0,0,14,53,0,0,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,81,0,12,0,39,22,0,0,0,0,8,14,0,33,0,12,24,40,0,29,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
1011110100,0,0,0,78,56,0,9,0,0,82,59,13,0,0,0,0,0,0,0,0,0,15,0,0,0,7,30,0,11,0,0,15,0,0,0,0,0,11,0,24,0,11,0,10,7,11,9,0,0,0,0,0,0,0,0,12,0,0,0,0,21,0,0,0,9
1100000010,136,28,0,79,0,0,0,0,0,0,0,0,0,0,29,46,56,0,0,0,10,0,44,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100000101,158,0,0,78,0,0,0,0,0,9,0,0,0,0,42,0,0,0,0,0,0,0,0,25,0,0,0,0,61,45,16,0,0,0,13,0,0,0,0,20,0,9,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0
1100101010,65,39,0,80,0,0,0,0,10,0,0,0,0,0,0,47,13,0,0,0,50,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,28,16,20,0,0,0,0,0,0,13,0,0,0,0,0,0,17,11,0,0,0,0,0,14,0,0
1101011011,94,0,0,0,0,28,0,0,0,0,0,0,11,0,0,10,13,11,0,20,12,0,0,0,0,0,53,13,0,10,19,137,0,0,13,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,11,0,0
1101100101,69,0,0,49,5,0,0,0,11,68,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,12,0,35,19,0,0,0,0,7,0,0,8,0,65,0,59,0,11,0,0,0,0,0,9,0,0,0,13,0,12,0,0,15,0,0,0,0,0,13
1101110111,87,0,0,0,8,0,15,0,9,11,11,0,0,0,0,0,0,0,0,16,0,15,0,0,14,0,74,13,17,21,0,0,0,0,29,0,11,13,0,0,0,70,0,14,0,0,0,0,0,0,0,9,7,0,16,0,0,0,0,0,0,0,0,14,6
1110010111,129,0,0,7,0,0,0,0,0,0,0,0,11,0,28,0,0,0,0,0,0,0,0,11,23,0,40,13,46,23,20,0,0,0,35,0,0,0,0,25,0,18,10,0,31,0,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1110100100,19,12,0,126,0,0,0,0,0,108,14,0,0,0,32,0,0,0,0,0,0,0,23,13,0,16,0,0,21,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,33,0,0,0,0,0,13,0,0,0
1110111010,0,16,0,17,0,0,0,0,11,0,9,0,0,0,0,8,12,0,0,0,0,0,0,0,32,13,0,68,0,0,8,148,0,0,0,0,0,0,0,15,10,11,21,0,11,0,0,0,0,0,8,0,0,0,0,46,0,0,0,18,0,0,18,0,0
1111000011,243,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,33,13,0,0,0,0,0,7,32,0,0,0,0,8,0,0,0,0,20,16,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,7,15,15,0
1111000101,72,0,0,68,0,0,0,0,7,34,0,0,0,0,27,0,0,0,0,0,0,0,13,27,0,0,0,0,35,15,0,0,0,0,45,0,0,0,0,50,0,0,0,0,13,9,0,0,0,11,0,0,22,0,11,5,0,9,0,0,17,0,0,0,10
1111011010,13,0,0,0,0,37,0,0,0,0,0,17,13,0,0,33,28,0,0,11,0,0,11,0,8,0,14,46,0,0,19,95,0,21,0,0,14,0,0,0,0,0,0,0,30,8,0,0,0,0,0,12,0,0,0,35,9,0,0,0,13,0,13,0,0
1111011100,0,0,0,78,28,0,0,0,0,13,0,70,6,0,28,0,0,26,0,11,0,0,0,10,22,10,0,0,12,0,0,77,0,20,0,0,0,0,0,0,0,0,0,10,7,16,0,12,0,0,0,0,0,0,0,31,0,0,0,13,0,0,0,0,0
1111100110,26,27,0,49,11,0,0,0,24,81,5,0,0,25,0,0,0,0,0,5,46,0,29,0,0,0,16,15,0,0,0,0,0,0,9,0,0,0,0,24,0,11,0,0,10,0,0,7,0,0,0,0,6,0,0,60,0,0,0,0,0,0,14,0,0
1111101011,98,0,0,10,0,0,0,0,43,0,0,0,0,10,0,0,0,0,0,0,71,0,15,9,24,0,13,7,0,0,0,26,0,0,12,0,0,0,0,53,0,56,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,11,0,13,0
1111110011,51,0,0,0,0,0,0,0,32,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,138,63,0,0,0,11,0,0,0,0,12,0,0,9,0,0,31,0,13,8,16,0,0,0,0,0,0,16,12,0,13,10,0,0,0,12,15,0,7
1111110101,10,0,0,0,41,0,0,0,15,21,10,0,0,0,23,0,0,0,0,0,0,14,0,0,29,12,48,5,30,0,0,0,0,0,0,0,0,9,0,62,0,0,8,31,0,12,10,6,0,0,0,0,10,15,10,10,0,0,10,0,34,0,0,15,0
