,0000001011,0000010011,0000010101,0000011001,0000101111,0001000101,0001001001,0001011011,0001100100,0010000100,0010100101,0010110001,0011010011,0011101000,0100011011,0100100001,0100101011,0100101100,0100110011,0101001111,0101100111,0110011100,0110100111,0110111010,0111000000,0111000101,0111001100,0111011001,0111011111,0111110010,0111110100,1000111010,1001010111,1001011100,1001100111,1001110011,1010001110,1010110010,1010111000,1011000010,1011100100,1100000011,1100001010,1100011000,1100011111,1100100000,1100101110,1100110010,1101001100,1101010100,1101011101,1101110101,1101111100,1110010101,1110101111,1110111100,1111001011,1111011110,1111110110,1111111000
0010100101,97,0,51,19,19,147,0,0,25,27,29,8,0,0,0,0,0,15,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,0,0,0,24,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010110001,21,76,101,78,0,35,0,18,0,6,32,49,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,8,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0011010011,88,93,43,9,0,46,0,52,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,15,32,0,0,0,24,0,0,9,0,0,12,0,0,0,7,0,0,17,0,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,0
0011101000,93,0,20,54,11,22,85,27,47,10,0,0,0,10,0,0,12,0,0,0,0,0,0,0,9,0,10,0,0,8,0,20,0,0,0,0,0,0,0,49,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100011011,91,62,11,85,0,0,26,20,0,0,0,0,0,0,66,0,4,0,14,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,13,20,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
0100100001,82,19,0,35,0,121,21,0,12,8,35,13,0,0,0,25,24,4,15,0,8,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101011,115,0,0,85,44,51,29,15,0,0,0,0,0,0,25,11,23,0,14,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,18,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0100101100,67,0,20,10,42,27,0,0,37,0,0,0,0,0,0,10,38,77,0,0,0,86,0,0,10,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0100110011,8,99,0,49,0,79,0,18,0,0,0,29,0,0,40,26,17,0,0,0,12,0,0,10,0,0,0,0,0,11,36,11,0,0,0,8,0,18,0,0,0,0,10,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0101001111,147,0,11,0,59,34,23,9,0,0,0,0,0,0,27,0,0,0,0,9,13,18,0,0,23,22,0,0,11,0,0,0,0,13,0,0,0,0,0,12,0,0,52,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
0101100111,64,0,0,0,72,140,0,13,36,0,0,0,0,0,24,0,0,8,0,13,21,0,16,0,22,13,0,0,0,0,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0110011100,19,0,130,33,0,0,0,0,0,42,0,0,0,0,8,0,0,36,0,0,0,142,0,8,0,0,13,0,0,0,7,0,0,0,0,0,0,0,0,28,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0110100111,45,0,0,17,53,78,0,0,10,0,27,17,0,0,24,0,0,18,0,0,35,0,0,14,8,22,0,0,0,0,21,0,0,0,7,0,0,36,0,0,0,12,19,0,0,9,12,0,0,0,0,0,0,0,16,0,0,0,0,0
0110111010,45,0,9,63,21,10,0,30,0,0,0,18,0,0,12,0,10,0,0,0,0,54,0,36,0,0,0,0,0,26,49,25,0,0,0,0,0,0,6,20,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0111000000,28,0,21,0,0,19,83,0,34,48,0,0,0,11,0,0,0,0,0,0,0,8,0,0,116,13,8,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
0111000101,69,0,40,0,0,126,44,0,0,21,9,0,0,0,0,0,0,0,0,9,11,0,0,0,75,69,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
0111001100,32,0,22,0,0,16,52,0,13,22,0,0,0,8,0,0,0,23,0,15,0,96,0,0,65,8,22,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,87,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
0111011001,0,12,85,94,0,10,42,30,0,0,0,15,12,0,7,0,0,0,0,0,0,44,0,4,9,22,0,0,13,12,0,0,0,0,0,0,0,0,0,20,0,0,14,0,0,0,0,20,0,0,0,0,0,0,0,0,21,0,0,14
0111011111,23,11,85,0,37,0,0,16,0,0,0,0,12,0,57,0,0,0,0,20,9,18,0,30,18,32,0,9,0,0,0,0,19,21,0,0,0,0,0,0,0,0,41,0,7,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0
0111110010,12,10,26,0,0,9,0,61,30,0,0,39,14,0,0,0,0,0,0,0,14,0,0,18,31,0,0,0,0,45,86,0,0,0,0,0,0,12,0,12,0,0,21,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,12,0
0111110100,0,0,113,0,0,41,0,0,34,0,0,12,0,0,0,0,0,13,0,0,13,39,0,0,42,20,9,0,0,34,94,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0
1000111010,45,19,15,55,17,0,0,36,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,53,0,12,0,0,13,25,13,113,0,0,11,8,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0
1001010111,33,37,96,0,11,47,0,8,10,0,0,0,10,0,23,0,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,54,18,12,12,0,8,0,57,0,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001011100,28,0,133,23,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,16,15,49,0,0,0,0,0,114,0,0,0,8,0,0,0,0,8,24,14,0,11,0,0,0,0,0,0,0
1001100111,42,0,0,0,47,164,0,0,52,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,10,0,0,0,0,0,0,0,36,0,58,7,0,22,0,37,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1001110011,27,35,21,20,8,68,0,76,24,0,0,0,12,0,0,11,0,0,12,0,11,0,0,0,0,0,0,0,0,8,0,44,27,0,35,1,0,30,0,13,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1010001110,65,0,0,0,28,9,0,0,10,22,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,15,17,0,0,54,0,0,158,0,0,73,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1010110010,8,63,8,0,0,7,0,26,56,0,0,39,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,16,35,0,0,0,13,28,33,11,95,0,0,6,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0
1010111000,19,9,40,90,0,9,0,25,11,0,0,23,0,11,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,14,38,0,0,0,0,12,24,0,114,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11
1011000010,56,26,14,0,0,22,11,0,26,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,17,0,12,25,0,28,7,0,159,0,0,17,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1011100100,13,0,42,0,0,79,29,0,108,11,12,0,0,13,0,0,0,9,0,0,0,0,0,0,34,0,12,0,0,0,7,0,0,0,35,0,19,4,0,58,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
1100000011,124,47,0,0,0,20,10,0,0,9,0,0,0,0,19,10,12,0,13,0,11,0,0,0,45,7,0,0,0,0,0,0,12,0,0,0,0,0,0,66,0,21,45,0,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1100001010,61,7,0,9,0,0,10,0,0,0,0,0,0,0,13,0,37,8,0,0,0,27,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,166,0,7,98,11,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1100011000,4,33,8,72,0,0,7,0,0,17,0,0,0,0,6,0,15,25,0,0,0,94,0,0,13,0,0,0,0,0,0,26,0,9,0,0,0,0,11,90,0,0,38,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1100011111,46,10,40,24,15,0,0,0,0,0,0,0,0,0,104,0,0,0,0,11,0,21,0,11,0,0,0,0,13,0,0,0,73,14,0,0,0,0,0,44,0,6,11,0,0,0,20,0,0,23,14,0,0,0,0,0,0,0,0,0
1100100000,40,0,0,0,0,43,0,0,62,11,9,0,0,0,0,33,12,44,0,0,0,0,0,0,13,0,0,0,0,0,57,8,0,0,0,0,0,0,0,51,0,9,21,12,0,48,8,10,0,9,0,0,0,0,0,0,0,0,0,0
1100101110,10,0,0,0,86,0,0,0,30,0,0,0,0,0,7,0,18,50,0,0,0,46,0,12,0,0,0,0,0,0,0,11,0,0,8,0,17,0,0,53,0,0,38,0,0,58,54,0,0,0,0,0,0,0,2,0,0,0,0,0
1100110010,0,42,0,20,0,24,0,15,27,0,0,0,0,0,7,11,0,0,7,0,0,0,0,10,0,0,0,0,0,16,53,51,0,0,0,11,0,11,0,11,0,13,18,12,0,37,52,27,0,25,0,0,0,0,0,0,0,0,0,0
1101001100,16,0,0,0,0,27,41,0,29,0,0,0,0,0,0,0,0,28,0,10,0,50,0,0,65,0,16,0,0,0,0,0,0,27,0,0,0,0,0,94,0,0,31,13,0,13,11,0,0,12,9,0,8,0,0,0,0,0,0,0
1101010100,13,0,71,0,0,14,0,0,12,0,0,0,0,0,0,0,0,26,0,0,0,38,0,0,41,9,0,0,0,0,33,0,11,30,0,0,0,0,0,5,0,0,0,6,0,12,17,47,7,63,17,17,11,0,0,0,0,0,0,0
1101011101,12,0,163,42,0,32,29,0,0,0,0,0,0,0,35,0,0,0,0,6,0,22,0,0,0,10,0,5,13,0,0,0,27,23,0,0,0,0,0,0,0,0,0,11,10,9,0,0,12,17,0,13,9,0,0,0,0,0,0,0
1101110101,0,0,94,10,0,108,0,0,10,0,0,16,0,0,18,29,0,0,0,0,6,0,0,0,0,14,0,0,0,0,76,0,16,0,0,12,0,12,0,0,0,0,0,0,0,35,9,0,0,19,9,0,7,0,0,0,0,0,0,0
1101111100,0,0,72,15,0,0,0,8,36,0,0,0,0,0,9,0,0,10,0,0,0,67,0,0,0,0,13,0,0,0,23,17,0,42,0,0,15,0,0,8,0,0,0,25,0,20,39,0,15,28,7,11,0,0,0,10,0,0,0,10
1110010101,20,40,123,0,0,8,0,0,0,27,0,7,0,0,44,0,0,0,0,0,0,26,0,0,0,54,0,0,0,0,43,0,23,0,0,0,12,10,0,10,0,0,12,0,0,14,0,13,0,14,0,0,0,0,0,0,0,0,0,0
1110101111,51,0,13,27,68,0,9,0,10,0,0,0,0,0,24,0,10,12,0,5,0,0,11,47,0,13,0,0,0,0,0,0,9,0,24,0,21,25,0,22,0,13,34,0,0,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1110111100,7,0,102,24,0,10,0,0,12,0,0,0,0,0,0,0,0,32,0,0,0,101,0,27,0,0,12,0,0,0,49,0,0,0,0,0,23,0,12,10,0,0,9,16,0,0,35,0,0,0,0,0,13,0,0,0,0,0,0,6
1111001011,78,0,0,7,13,0,89,11,0,0,0,0,12,0,13,0,0,0,0,24,13,0,0,0,46,9,0,15,11,0,0,12,0,0,0,12,0,0,0,40,0,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0
1111011110,0,0,36,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,11,0,58,0,27,39,0,14,0,17,0,0,0,24,57,0,0,42,0,0,7,0,0,79,0,14,0,20,11,0,0,0,0,0,0,0,0,7,0,14,0
1111110110,0,0,19,0,0,33,0,15,36,0,0,0,0,0,0,0,0,0,0,0,13,8,0,27,54,0,0,0,0,45,63,0,11,10,31,0,23,28,0,14,15,0,0,0,0,0,23,31,0,0,0,0,0,0,0,0,0,1,0,0
1111111000,0,0,18,57,0,0,19,47,10,0,0,9,0,25,0,0,0,0,0,0,0,44,0,13,4,0,11,9,0,36,28,37,0,0,0,6,11,7,7,25,0,0,8,18,0,12,0,14,0,0,0,0,3,0,0,10,0,12,0,0
