,0000010111,0000100111,0000111001,0000111111,0001000110,0001101101,0001110001,0001110111,0010000011,0010001100,0010110111,0011000101,0011010100,0100011011,0100011110,0101010001,0101100010,0101100100,0101101001,0110011100,0110100101,0111001101,0111011111,0111100111,0111111100,1000000011,1000000100,1000010010,1000011110,1000111000,1001001110,1001010011,1001100011,1010000000,1010001101,1010001110,1010111101,1011000100,1011101010,1011111001,1011111110,1100010000,1100010101,1101000101,1101101010,1110000111,1110100110,1111000000,1111000110
0101010001,25,15,4,0,64,0,20,0,24,0,0,6,9,7,0,10,0,0,7,0,0,0,0,0,5,0,9,0,0,0,0,10,8,0,0,0,0,0,0,0,0,10,10,0,0,0,0,7,0
0101100010,0,14,0,0,144,0,8,0,0,0,0,0,0,0,0,0,18,3,10,0,0,0,0,5,0,0,0,6,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0
0101100100,0,54,0,0,63,4,6,0,5,5,0,0,7,0,0,0,5,14,14,0,0,0,0,0,7,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0
0101101001,0,12,64,0,66,21,5,0,14,0,0,0,0,0,0,2,7,9,24,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0
0110011100,13,0,21,0,13,0,0,0,26,59,0,0,44,0,2,0,0,0,0,26,0,5,0,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0110100101,0,73,18,0,29,6,0,0,25,5,8,5,7,0,0,0,0,2,8,0,0,0,0,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0
0111001101,4,13,4,0,24,14,0,0,41,28,0,32,0,0,0,0,0,7,0,13,0,25,8,0,0,0,24,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0111011111,47,0,0,15,38,0,0,0,23,8,0,23,0,7,0,0,0,0,0,17,0,26,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0111100111,0,65,0,0,54,14,0,14,26,0,4,5,0,0,0,0,7,4,4,0,5,12,8,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0
0111111100,0,4,64,0,20,7,0,0,0,28,0,0,28,0,0,0,3,12,3,17,0,9,6,0,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1000000011,4,8,0,0,92,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,4,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000100,0,11,0,0,30,0,0,0,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,128,0,5,0,0,0,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,9,0
1000010010,5,0,0,0,105,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,54,12,28,6,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1000011110,22,0,0,5,63,0,0,0,0,23,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,22,51,6,11,4,13,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0
1000111000,4,0,73,0,32,0,3,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,36,39,9,3,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0
1001001110,0,0,0,0,122,5,0,0,0,12,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,10,34,0,18,0,15,0,0,0,0,9,0,0,5,0,0,0,0,0,5,0,0,0,0
1001010011,16,0,0,0,63,0,10,8,30,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,59,3,21,0,0,7,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001100011,0,24,7,0,70,3,8,6,6,0,0,0,0,0,0,0,4,0,5,0,0,0,0,2,0,58,0,4,0,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010000000,0,0,0,0,60,0,0,0,59,9,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,34,21,7,0,0,0,0,0,9,0,6,0,5,0,0,0,0,0,0,8,0,0,5,0
1010001101,19,21,10,4,6,11,0,0,21,31,0,13,0,0,0,0,0,0,0,7,0,5,0,0,0,19,55,0,0,0,5,0,0,5,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0
1010001110,8,0,0,12,62,0,0,0,22,56,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,25,14,0,16,0,8,0,0,0,4,0,0,0,6,0,0,0,0,0,0,10,0,0,0
1010111101,17,30,75,22,4,2,0,0,7,14,2,4,4,0,0,0,0,0,0,14,0,7,0,0,0,0,26,0,0,0,0,0,0,0,4,0,2,0,0,4,0,0,12,0,0,0,0,0,0
1011000100,0,15,0,0,58,0,0,0,12,22,0,12,25,0,0,0,0,3,0,0,0,0,0,0,0,4,60,0,0,0,3,0,0,7,9,6,0,0,0,0,0,0,0,0,0,0,0,8,6
1011101010,0,0,13,0,99,8,0,0,20,6,0,0,0,0,0,0,16,0,4,0,0,0,0,2,0,18,0,9,7,4,16,0,12,0,0,0,0,0,0,7,5,0,0,0,4,0,0,0,0
1011111001,0,0,76,4,8,6,16,0,32,0,0,3,0,0,0,0,0,0,11,0,0,8,8,0,2,5,0,5,0,24,0,15,7,4,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0
1011111110,0,0,11,16,67,3,0,7,0,29,0,6,5,0,0,0,5,0,0,0,0,0,4,0,12,0,7,17,13,0,10,0,0,0,0,0,6,0,5,6,0,0,0,0,0,0,12,0,9
1100010000,0,0,8,0,64,0,7,0,10,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,25,23,20,0,19,0,0,0,6,0,0,0,0,0,0,0,17,12,0,5,0,0,4,0
1100010101,43,8,10,0,16,0,0,0,4,0,0,0,8,0,0,7,0,0,0,5,0,0,0,0,0,9,87,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,34,7,0,0,0,0,0
1101000101,6,30,0,0,35,9,0,0,4,0,0,15,0,0,0,6,0,27,3,0,0,6,0,0,0,16,49,0,0,0,2,4,0,0,0,0,0,4,0,0,0,0,14,9,0,0,0,11,0
1101101010,0,0,0,0,115,6,0,0,0,0,0,0,0,0,0,0,27,6,17,0,0,0,0,5,0,26,0,5,7,9,4,0,8,0,0,0,0,0,4,0,0,0,0,0,5,0,6,0,0
1110000111,3,24,0,0,52,0,0,0,42,4,6,5,0,0,0,0,0,0,0,6,4,9,0,5,0,18,15,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,13,9,0,9,4,0,10
1110100110,0,28,0,0,51,0,0,0,17,15,8,0,5,0,3,0,7,5,0,0,9,0,0,8,0,16,7,6,11,0,0,0,0,2,0,2,0,0,0,0,0,0,8,0,9,13,17,0,3
1111000000,0,0,0,0,68,0,0,0,26,13,0,5,28,0,0,3,5,4,13,0,0,0,0,0,1,15,5,2,0,0,0,0,0,21,0,0,0,5,0,0,0,7,0,0,9,0,0,12,8
1111000110,0,8,0,0,107,0,0,0,19,13,0,4,5,0,0,0,6,4,0,0,0,5,0,4,0,0,5,5,0,0,5,0,0,6,0,3,0,3,0,0,0,0,0,5,0,10,17,5,11
