,0000011001,0000100100,0000101110,0000111111,0001001100,0001111100,0010110000,0010110011,0011100011,0011101001,0100001100,0100010011,0100111000,0101010100,0101011000,0101111111,0110001101,0110011000,0110100000,0110100011,0110110010,0110110100,0110111111,0111001110,0111100100,1000000011,1000000101,1000011000,1000011101,1001001001,1001010011,1001100110,1001110100,1010010111,1010100011,1011110101,1100000000,1100010001,1100010010,1100100010,1100110101,1101000010,1101001100,1101010110,1101011010,1101101000,1101110001,1101111110,1110101101,1110110110,1111000011,1111001000,1111001111,1111100001,1111100010,1111111000
0110100011,34,0,0,0,51,0,0,21,95,31,0,14,0,17,0,0,0,0,59,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0110110010,25,0,0,0,0,0,33,17,150,0,0,11,46,40,0,0,0,0,61,36,7,8,0,0,0,0,0,24,0,0,0,0,0,0,0,0,21,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
0110110100,18,25,0,10,8,37,23,10,30,0,8,0,12,105,0,0,0,0,66,12,19,29,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,29,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
0110111111,88,0,36,78,29,0,0,38,29,6,0,29,0,29,0,28,0,0,25,19,10,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0
0111001110,8,0,14,0,226,0,0,0,138,34,0,0,0,12,0,0,0,0,10,0,0,0,0,23,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0
0111100100,0,29,0,0,63,39,0,0,126,81,0,0,0,32,0,0,0,0,79,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0
1000000011,76,0,0,0,74,0,0,0,46,23,0,13,0,10,0,0,0,0,0,11,0,0,0,0,0,106,17,35,0,0,11,0,0,0,13,0,57,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1000000101,110,11,0,0,117,0,0,0,11,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,71,22,9,25,0,0,0,0,0,0,53,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000011000,89,0,0,0,68,0,0,0,43,0,12,0,28,11,13,0,0,15,0,0,0,0,0,0,0,0,0,162,8,6,0,0,0,0,0,0,7,0,12,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1000011101,151,0,0,35,67,0,0,0,0,0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,12,44,42,48,15,0,0,0,0,0,0,12,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001001001,60,0,0,0,110,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,90,19,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001010011,115,0,0,0,56,0,0,10,43,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,58,17,96,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0
1001100110,0,25,40,0,70,0,0,0,103,12,0,0,0,39,0,0,0,0,12,0,0,0,0,0,0,28,0,28,0,33,10,0,8,0,0,0,7,0,0,5,0,14,0,9,0,57,0,0,0,0,0,0,0,0,0,0
1001110100,8,24,0,0,44,56,0,0,26,9,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,8,55,9,10,11,7,0,0,0,11,0,0,0,0,42,0,0,13,0,31,0,0,0,0,0,0,0,0,0,0
1010010111,71,0,0,6,34,0,0,31,103,0,0,46,0,45,0,0,0,0,0,0,13,0,0,0,0,33,17,13,19,0,11,0,0,0,0,19,0,11,0,0,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
1010100011,19,0,0,0,45,0,0,39,91,40,0,0,0,30,0,0,0,0,24,58,0,0,0,0,0,73,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,13,0,0,13,0,0
1011110101,24,0,0,22,19,35,0,42,120,48,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20,4,13,21,8,0,12,0,0,28,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
1100000000,10,9,0,0,69,0,0,0,26,14,11,0,0,21,0,0,0,0,24,0,0,0,0,0,0,15,0,86,0,10,0,0,0,0,0,0,116,14,12,15,0,12,0,0,0,36,0,0,0,0,0,0,0,0,0,0
1100010001,123,0,0,0,27,0,0,0,0,11,0,39,0,24,0,0,0,0,0,0,0,0,0,0,0,34,3,98,11,0,10,0,0,0,0,0,70,11,12,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1100010010,0,0,0,0,7,0,0,0,79,0,0,43,14,24,0,0,0,0,0,0,30,0,0,0,0,42,0,84,0,0,15,0,0,0,0,0,68,16,25,9,0,11,0,20,13,0,0,0,0,0,0,0,0,0,0,0
1100100010,0,7,9,0,0,0,0,0,61,11,0,0,0,27,0,0,0,0,47,53,10,0,0,0,0,40,0,24,0,0,0,9,0,0,0,0,68,0,24,0,0,14,0,0,0,86,0,0,0,0,0,0,0,0,10,0
1100110101,42,20,0,39,0,0,0,5,0,9,9,11,0,92,0,0,0,0,8,9,0,9,0,0,0,18,29,0,24,18,18,0,0,0,0,10,37,19,0,0,42,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0
1101000010,0,0,0,0,82,0,0,0,86,0,0,0,0,9,0,0,0,0,11,0,0,0,0,9,0,37,0,55,0,41,11,12,0,0,0,0,42,0,4,11,0,0,9,15,14,34,0,0,0,0,9,0,0,0,9,0
1101001100,0,0,10,0,205,12,0,0,0,11,29,0,0,21,13,0,0,0,0,0,0,0,0,9,0,0,25,24,0,65,0,0,0,0,0,0,15,0,0,0,0,9,0,0,0,27,0,0,0,0,0,12,13,0,0,0
1101010110,0,0,0,0,108,0,0,0,73,0,0,23,0,106,0,0,0,0,0,0,8,0,0,6,0,0,0,44,0,0,29,17,0,0,0,0,13,0,12,0,0,23,20,0,9,0,0,9,0,0,0,0,0,0,0,0
1101011010,5,0,0,0,40,0,0,0,68,0,0,11,28,0,24,0,0,0,0,0,0,0,0,21,0,0,0,110,0,36,16,0,0,0,0,0,7,0,34,0,0,4,30,6,26,27,0,7,0,0,0,0,0,0,0,0
1101101000,32,0,13,0,51,17,0,0,10,65,0,0,28,0,9,0,0,0,26,0,0,0,0,0,0,0,0,33,0,75,0,0,0,0,0,0,9,0,0,16,0,0,8,0,8,84,0,0,0,0,0,10,0,0,0,6
1101110001,92,0,0,0,19,0,0,0,14,45,0,0,0,62,0,0,0,0,12,0,0,0,0,0,0,18,0,79,0,35,46,0,0,0,0,14,0,8,0,0,17,0,0,0,16,11,0,0,0,0,0,0,0,12,0,0
1101111110,0,0,78,19,56,40,0,0,24,10,9,0,11,39,0,30,0,0,0,0,0,0,0,8,0,0,0,21,0,19,11,24,0,0,0,0,0,0,6,0,0,0,26,9,22,22,0,0,0,16,0,0,0,0,0,0
1110101101,38,0,0,23,25,0,0,0,0,55,0,8,0,22,0,0,10,0,68,21,0,17,6,0,0,0,47,24,27,23,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,13,0,0,18,0,0,0,24,10,0,0
1110110110,0,0,23,0,0,5,9,15,57,0,0,12,0,58,0,0,0,0,71,42,25,36,6,0,0,0,0,26,0,0,0,0,0,0,0,5,40,0,9,0,22,0,0,11,0,17,0,11,0,0,0,0,0,0,0,0
1111000011,8,0,0,0,109,0,0,0,89,7,0,11,0,10,0,0,0,0,14,4,0,0,0,11,0,75,0,26,0,36,22,0,0,0,0,0,10,0,0,0,0,13,0,0,10,0,0,0,0,0,10,0,19,11,5,0
1111001000,15,0,0,0,126,0,0,0,23,63,0,0,0,9,25,0,0,10,42,0,0,0,0,20,0,0,0,33,0,41,0,0,0,0,0,0,10,0,0,0,0,0,11,0,11,28,0,0,0,0,8,0,16,0,0,9
1111001111,15,0,0,0,117,0,0,0,72,39,0,13,0,8,0,7,8,0,0,0,0,0,0,33,0,19,0,0,9,92,0,0,0,0,0,0,0,0,0,0,0,0,14,0,26,0,0,0,11,0,17,0,0,0,0,0
1111100001,10,0,0,0,66,0,0,0,74,90,0,0,0,0,0,0,0,0,78,17,0,0,0,0,12,11,0,14,0,44,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,29,8,0,0,0,16,0,0,0,9,0
1111100010,0,0,0,0,0,0,0,0,114,29,0,0,13,11,0,0,0,0,73,10,34,0,0,9,16,12,0,34,0,14,10,14,0,0,0,0,13,0,0,13,0,14,0,0,0,52,0,0,0,0,8,0,0,7,0,0
1111111000,41,0,0,0,15,38,14,0,42,90,0,0,67,0,12,0,0,6,37,0,0,9,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,0,13,0,0,0,9,0,0,0,0
